Stream,Reach,Date,Time,Left etrex,Left point,Right etrex,Right point,ID,Type,Shoreline Person,Notes
3,,8/26/21,,UNC,381,Blue UMass,485,Waypoint,BE,"AJ, BS, TL",multiple channels
3,,8/26/21,,UNC,382,Blue UMass,486,Waypoint,BS,"AJ, BS, TL",
3,,8/26/21,,UNC,383,Blue UMass,487,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,,UNC,384,Blue UMass,488,Waypoint,BS,"AJ, BS, TL",
3,,8/26/21,,UNC,385,Blue UMass,489,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,,UNC,386,Blue UMass,490,Waypoint,BS,"AJ, BS, TL",
3,,8/26/21,,UNC,387,Blue UMass,491,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,,UNC,388,Blue UMass,492,Waypoint,BS,"AJ, BS, TL",
3,,8/26/21,,UNC,389,Blue UMass,493,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,,UNC,390,Blue UMass,494,Waypoint,BS,"AJ, BS, TL",
3,,8/26/21,,UNC,391,Blue UMass,495,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,,UNC,392,Blue UMass,496,Waypoint,BS,"AJ, BS, TL",
3,,8/26/21,,UNC,393,Blue UMass,497,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,,UNC,394,Blue UMass,498,Waypoint,BS,"AJ, BS, TL",
3,,8/26/21,,UNC,395,Blue UMass,499,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,,UNC,396,Blue UMass,500,Waypoint,BS,"AJ, BS, TL",
3,,8/26/21,,UNC,397,Blue UMass,501,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,,UNC,398,Blue UMass,502,Waypoint,BS,"AJ, BS, TL",small (3m diameter)
3,,8/26/21,,UNC,399,Blue UMass,503,Waypoint,BE,"AJ, BS, TL",multichannel
3,,8/26/21,,UNC,400,Blue UMass,504,Waypoint,BS,"AJ, BS, TL",
3,,8/26/21,,UNC,401,Blue UMass,505,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,,UNC,402,Blue UMass,506,Waypoint,BS,"AJ, BS, TL",
3,,8/26/21,,UNC,403,Blue UMass,507,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,,UNC,404,Blue UMass,508,Waypoint,BS,"AJ, BS, TL",
3,,8/26/21,,UNC,405,Blue UMass,509,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,,UNC,406,Blue UMass,510,Waypoint,BS,"AJ, BS, TL",football shape (2.5m wide)
3,,8/26/21,,UNC,407,Blue UMass,511,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,,UNC,408,Blue UMass,512,Waypoint,BS,"AJ, BS, TL",
3,,8/26/21,,UNC,409,Blue UMass,513,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,,UNC,410,Blue UMass,514,Waypoint,BS,"AJ, BS, TL",
3,,8/26/21,,UNC,411,Blue UMass,515,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,,UNC,412,Blue UMass,516,Waypoint,BS,"AJ, BS, TL",2m wide at widest
3,,8/26/21,,UNC,413,Blue UMass,517,Waypoint,BE,"AJ, BS, TL",
3,,8/26/21,16:15:05,UNC,16:15:05,Blue UMass,16:14:44,Track,,"AJ, BS, TL",41 beads
1,,8/26/21,15:09,Merritt Garmin watch and Strava,,Orange UMass,1499,Waypoint,BS,"MH, FK",start of track
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1500,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1501,Waypoint,BS,"MH, FK",discard
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1502,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1503,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1504,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1505,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1506,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1507,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1508,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1509,Waypoint,BE,"MH, FK",strava started
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1510,Waypoint,,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1511,Waypoint,BS,"MH, FK","end of narrow channel into mulit-channel, syill not bead"
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1512,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1513,Waypoint,BS,"MH, FK",waterfall
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1514,Waypoint,BE,"MH, FK",mini-bead
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1515,Waypoint,BS,"MH, FK",transition
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1516,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1517,Waypoint,BS,"MH, FK","long bead/ pool, some narrow spots but no defined shoot"
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1518,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1519,Waypoint,BS,"MH, FK",tiny bead
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1520,Waypoint,BE/BS,"MH, FK",transition
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1521,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1522,Waypoint,BS,"MH, FK",alluvial bead
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1523,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1524,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1525,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1526,Waypoint,BS,"MH, FK",alluvial tiny bead
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1527,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1528,Waypoint,BS,"MH, FK","narrow part in middle, not exactly channel"
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1529,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1530,Waypoint,BS,"MH, FK",transition bead
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1531,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1532,Waypoint,,"MH, FK",multi-channel
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1533,Waypoint,,"MH, FK",end of multi-channel
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1534,Waypoint,BS,"MH, FK",start of transition bead
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1535,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1536,Waypoint,BS,"MH, FK",tiny bead
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1537,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1538,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1539,Waypoint,BE/BS,"MH, FK",into wider chanel
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1540,Waypoint,BE/BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1541,Waypoint,BE/BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1542,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1543,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1544,Waypoint,BE/BS,"MH, FK",transitional bead
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1545,Waypoint,BE/BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1546,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1547,Waypoint,,"MH, FK",multi-channel
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1548,Waypoint,,"MH, FK",end of multi-channel
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1549,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1550,Waypoint,BE,"MH, FK",multi-channel
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1551,Waypoint,BS,"MH, FK",end of multi-channel
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1552,Waypoint,BE/BS,"MH, FK",transitional bead
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1553,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1554,Waypoint,BS,"MH, FK",wider alluvial bead
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1555,Waypoint,BE/BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1556,Waypoint,BE/BS,"MH, FK",grassy on side of LB
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1557,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1558,Waypoint,BS,"MH, FK",alluvial bead into wider with islands
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1559,Waypoint,BE/BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1560,Waypoint,BE,"MH, FK","wide channel, with super large bead"
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1561,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1562,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1563,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1564,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1565,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1566,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1567,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1568,Waypoint,BE,"MH, FK","wider streams, very shallow bigger rocks, riffle pools but high velocity"
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1569,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1570,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1571,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1572,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1573,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1574,Waypoint,BE,"MH, FK",multi-channel
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1575,Waypoint,BS,"MH, FK",end of multi-channel
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1576,Waypoint,BE/BS,"MH, FK",big bead
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1577,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1578,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1579,Waypoint,BE,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1580,Waypoint,BS,"MH, FK",
1,,8/26/21,,Merritt Garmin watch and Strava,,Orange UMass,1581,Waypoint,BE,"MH, FK",
1,,8/26/2002,16:29,Merritt Garmin watch and Strava,,Orange UMass,16:29,track,,,"end of garmin, strava and etrex"
